設定項目番号,選択肢番号,カテゴリー,カスタマイズ項目（目的）,サイト別設定の可否,選択肢,設定方法,設定内容（Firefox 52）,Firefox 45→52での変更,設定内容（Firefox 45）,Firefox 38→45での変更,設定内容（Firefox 38）,設定内容（Firefox 31）,設定内容（Firefox 24）
Plugin-6,3,,,,クリックされたら有効にする,"1. np-mswmp.dllを導入する
2. MCDで設定を反映する
（Firefox 45以前向けの設定ガイドに従う場合、アドオン「Force Addon Status」も導入する）","lockPref(""plugin.state.np-mswmp"", 1);",○,"lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.pattern"", ""Windows Media Player"");
lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.enabledState"", 1);
lockPref(""plugins.load_appdir_plugins"", true);",,"lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.pattern"", ""Windows Media Player"");
lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.enabledState"", 1);
lockPref(""plugins.load_appdir_plugins"", true);",,
Plugin-7,1,プラグイン,Cisco WebExプラグインの有効・無効の制御,-,常に無効化する（既定）,"1. npatgpc.dllを導入する
2. MCDで設定を反映する
（Firefox 45以前向けの設定ガイドに従う場合、アドオン「Force Addon Status」も導入する）","lockPref(""plugin.state.npatgpc"", 0);",○,"lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.pattern"", ""ActiveTouch"");
lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.enabledState"", 0);
lockPref(""plugins.load_appdir_plugins"", true);",,"lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.pattern"", ""ActiveTouch"");
lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.enabledState"", 0);
lockPref(""plugins.load_appdir_plugins"", true);",,
Plugin-7,2,,,,常に有効化する,"1. npatgpc.dllを導入する
2. MCDで設定を反映する
（Firefox 45以前向けの設定ガイドに従う場合、アドオン「Force Addon Status」も導入する）","lockPref(""plugin.state.npatgpc"", 2);",○,"lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.pattern"", ""ActiveTouch"");
lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.enabledState"", 2);
lockPref(""plugins.load_appdir_plugins"", true);",,"lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.pattern"", ""ActiveTouch"");
lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.enabledState"", 2);
lockPref(""plugins.load_appdir_plugins"", true);",,
Plugin-7,3,,,,クリックされたら有効にする,"1. npatgpc.dllを導入する
2. MCDで設定を反映する
（Firefox 45以前向けの設定ガイドに従う場合、アドオン「Force Addon Status」も導入する）","lockPref(""plugin.state.npatgpc"", 1);",○,"lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.pattern"", ""ActiveTouch"");
lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.enabledState"", 1);
lockPref(""plugins.load_appdir_plugins"", true);",,"lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.pattern"", ""ActiveTouch"");
lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.enabledState"", 1);
lockPref(""plugins.load_appdir_plugins"", true);",,
Plugin-8,1,プラグイン,Gecko Media Pluginの利用の可否,-,許可する（規定）,-,-,,-,,-,,
Plugin-8,2,,,,禁止する,"1. MCDで設定を反映する
2. アドオン「globalChrome.css」を導入する
3. globalChrome.cssで設定を反映する","MCD:
lockPref(""media.eme.enabled"",false);
lockPref(""media.gmp-eme-adobe.enabled"",false);
lockPref(""media.gmp-eme-adobe.autoupdate"",false);
lockPref(""media.gmp-gmpopenh264.enabled"",false);
lockPref(""media.gmp-gmpopenh264.autoupdate"",false);
lockPref(""media.gmp-manager.url"",""about:blank"");
lockPref(""media.gmp-provider.enabled"",false);

globalChrome.css:
@-moz-document
  url-prefix(""chrome://browser/content/preferences/in-content/preferences.xul""),
  url-prefix(""about:preferences"") {
  #drmGroup {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}",,"MCD:
lockPref(""media.eme.enabled"",false);
lockPref(""media.gmp-eme-adobe.enabled"",false);
lockPref(""media.gmp-eme-adobe.autoupdate"",false);
lockPref(""media.gmp-gmpopenh264.enabled"",false);
lockPref(""media.gmp-gmpopenh264.autoupdate"",false);
lockPref(""media.gmp-manager.url"",""about:blank"");
lockPref(""media.gmp-provider.enabled"",false);

globalChrome.css:
@-moz-document
  url-prefix(""chrome://browser/content/preferences/in-content/preferences.xul""),
  url-prefix(""about:preferences"") {
  #drmGroup {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}",○,"lockPref(""media.eme.enabled"",false);
lockPref(""media.gmp-gmpopenh264.enabled"",false);
lockPref(""media.gmp-gmpopenh264.autoupdate"",false);
lockPref(""media.gmp-eme-adobe.enabled"",false);
lockPref(""media.gmp-eme-adobe.autoupdate"",false);
lockPref(""media.gmp-provider.enabled"",false);
lockPref(""media.gmp-manager.url"",""about:blank"");",,
Plugin-9,1,セキュリティ,IcedTeaプラグインの有効・無効の制御,-,常に無効化する,"1. アドオン「Force Addon Status」を導入する
2. MCDで設定を反映する","lockPref(""plugin.state.libnpjp2"", 0);",○,"lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.pattern"", ""^IcedTea-Web Plugin"");
lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.enabledState"", 0);",,"lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.pattern"", ""^IcedTea-Web Plugin"");
lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.enabledState"", 0);",,"lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.pattern"", ""^Java\\(TM\\)"");
lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.status"", false);
lockPref(""extensions.force-addon-status@clear-code.com.plugins.1.pattern"", ""^Java "");
lockPref(""extensions.force-addon-status@clear-code.com.plugins.1.status"", false);"
Plugin-9,2,,,,常に有効化する,"1. アドオン「Force Addon Status」を導入する
2. MCDで設定を反映する","lockPref(""plugin.state.libnpjp2"", 2);",○,"lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.pattern"", ""^IcedTea-Web Plugin"");
lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.enabledState"", 2);",,"lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.pattern"", ""^IcedTea-Web Plugin"");
lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.enabledState"", 2);",,
Plugin-9,3,,,,クリックされたら有効にする（既定）,"1. アドオン「Force Addon Status」を導入する
2. MCDで設定を反映する","lockPref(""plugin.state.libnpjp2"", 1);",○,"lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.pattern"", ""^IcedTea-Web Plugin"");
lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.enabledState"", 1);",,"lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.pattern"", ""^IcedTea-Web Plugin"");
lockPref(""extensions.force-addon-status@clear-code.com.plugins.0.enabledState"", 1);",,
Plugin-10,1,プラグイン,すべてのプラグインの初期状態,-,常に無効化する,MCDで設定を反映する,"lockPref(""plugin.default.state"", 0);",,"lockPref(""plugin.default.state"", 0);",新規,,,
Plugin-10,2,,,,常に有効化する,MCDで設定を反映する,"lockPref(""plugin.default.state"", 2);",,"lockPref(""plugin.default.state"", 2);",新規,,,
Plugin-10,3,,,,クリックされたら有効にする（既定）,-,"lockPref(""plugin.default.state"", 1);",,"lockPref(""plugin.default.state"", 1);",新規,,,
External-1,1,外部アプリケーションとの連携,ファイルをダウンロードして直接外部アプリケーションで開く時の挙動,-,ファイルを読み込み専用で開き、アプリケーション終了後に一時ファイルを削除する（既定）,MCDで設定を反映する,"lockPref(""browser.helperApps.deleteTempFileOnExit"", true);",,"lockPref(""browser.helperApps.deleteTempFileOnExit"", true);",,"lockPref(""browser.helperApps.deleteTempFileOnExit"", true);",,
External-1,2,,,,ファイルを読み書き可能で開き、アプリケーション終了後に一時ファイルを削除しない,MCDで設定を反映する,"lockPref(""browser.helperApps.deleteTempFileOnExit"", false);",,"lockPref(""browser.helperApps.deleteTempFileOnExit"", false);",,"lockPref(""browser.helperApps.deleteTempFileOnExit"", false);",,
Stability-1,1,動作の安定性,ハードウェアアクセラレーションを有効化するかどうか,-,有効化する（安定性より描画性能を優先する）,MCDで設定を反映する,"lockPref(""gfx.direct2d.disabled"", false);
lockPref(""layers.acceleration.disabled"", false);",,"lockPref(""gfx.direct2d.disabled"", false);
lockPref(""layers.acceleration.disabled"", false);",新規,,,
Stability-1,2,,,,無効化する（描画性能より安定性を優先する）,MCDで設定を反映する,"lockPref(""gfx.direct2d.disabled"", true);
lockPref(""layers.acceleration.disabled"", true);",,"lockPref(""gfx.direct2d.disabled"", true);
lockPref(""layers.acceleration.disabled"", true);",新規,,,
Appearance-1,1,表示,表示フォントの明示,-,設定しない（既定）,-,-,,-,新規,,,
Appearance-1,2,,,,設定する,MCDで設定を反映する,"lockPref(""font.name-list.serif.ja"", ""（フォントの英語名のカンマ区切りのリスト）"");
lockPref(""font.name-list.sans-serif.ja"", ""（フォントの英語名のカンマ区切りのリスト）"");
lockPref(""font.name-list.monospace.ja"", ""（フォントの英語名のカンマ区切りのリスト）"");",,"lockPref(""font.name-list.serif.ja"", ""（フォントの英語名のカンマ区切りのリスト）"");
lockPref(""font.name-list.sans-serif.ja"", ""（フォントの英語名のカンマ区切りのリスト）"");
lockPref(""font.name-list.monospace.ja"", ""（フォントの英語名のカンマ区切りのリスト）"");",新規,,,
Performance-1,1,パフォーマンス,メモリキャッシュのサイズ,-,自動的に決める（既定）,-,-,,-,新規,,,
Performance-1,2,,,,明示する,MCDで設定を反映する,"lockPref(""browser.cache.memory.capacity"", （整数値、単位：キロバイト）); ",,"lockPref(""browser.cache.memory.capacity"", （整数値、単位：キロバイト）); ",新規,,,
Performance-2,1,パフォーマンス,コンテンツの再描画間隔,-,120ミリ秒間隔で再描画（既定）,-,"// defaultPref(""content.notify.interval"", 120000);",,"// defaultPref(""content.notify.interval"", 120000);",新規,,,
Performance-2,2,,,,再描画間隔を明示する,MCDで設定を反映する,"lockPref(""content.notify.interval"", （整数値、単位：マイクロ秒）);",,"lockPref(""content.notify.interval"", （整数値、単位：マイクロ秒）);",新規,,,
Addon-IEView-1,1,アドオン：IE View,IEの起動,-,自動では起動しない（既定）,IE Viewをインストールする,-,,-,新規,,,
Addon-IEView-1,2,,,,特定サイトでIEを自動起動,"1. IE Viewをインストールする
2. MCDで設定を反映する","lockPref(""extensions.ieview.forceielist"", ""（半角スペース区切りのURLのリスト）"");",,"lockPref(""extensions.ieview.forceielist"", ""（半角スペース区切りのURLのリスト）"");",新規,,,
Addon-IEView-1,3,,,,特定サイトをIEを自動起動し、Firefox側のタブを閉じる,"1. IE Viewをインストールする
2. MCDで設定を反映する","lockPref(""extensions.ieview.forceielist"", ""（半角スペース区切りのURLのリスト）"");
lockPref(""extensions.ieview.closeReloadPage"", true);",,"lockPref(""extensions.ieview.forceielist"", ""（半角スペース区切りのURLのリスト）"");
lockPref(""extensions.ieview.closeReloadPage"", true);",新規,,,
Addon-IEView-2,1,アドオン：IE View,起動するIEの設定,-,パスと起動オプションを指定する,"1. IE Viewをインストールする
2. MCDで設定を反映する","lockPref(""extensions.ieview.ieapp"", ""C:\\Program Files (x86)\\Internet　Explorer\\iexplore.exe"");
lockPref(""extensions.ieview.ieargs"", """"); ",,"lockPref(""extensions.ieview.ieapp"", ""C:\\Program Files (x86)\\Internet　Explorer\\iexplore.exe"");
lockPref(""extensions.ieview.ieargs"", """"); ",新規,,,
Addon-IEView-3,1,アドオン：IE View,広告を使用,-,使用する（既定）,-,-,,-,新規,,,
Addon-IEView-3,2,,,,使用しない,"1. IE Viewをインストールする
2. MCDで設定を反映する","lockPref(""extensions.ieview.useWizeShoppy"", false);",,"lockPref(""extensions.ieview.useWizeShoppy"", false);",新規,,,
Addon-FireIE-1,1,アドオン：FireIE,動作モード,-,IE7互換モード（既定）,"1. FireIEをインストールする
2. MCDで設定を反映する","lockPref(""extensions.fireie.compatMode"", ""ie7mode"");",,"lockPref(""extensions.fireie.compatMode"", ""ie7mode"");",新規,,,
Addon-FireIE-1,2,,,,IE8互換モード,"1. FireIEをインストールする
2. MCDで設定を反映する","lockPref(""extensions.fireie.compatMode"", ""ie8mode"");",,"lockPref(""extensions.fireie.compatMode"", ""ie8mode"");",新規,,,
Addon-FireIE-1,3,,,,IE8標準準拠モード,"1. FireIEをインストールする
2. MCDで設定を反映する","lockPref(""extensions.fireie.compatMode"", ""ie8forced"");",,"lockPref(""extensions.fireie.compatMode"", ""ie8forced"");",新規,,,
Addon-FireIE-1,4,,,,IE9互換モード,"1. FireIEをインストールする
2. MCDで設定を反映する","lockPref(""extensions.fireie.compatMode"", ""ie9mode"");",,"lockPref(""extensions.fireie.compatMode"", ""ie9mode"");",新規,,,
Addon-FireIE-1,5,,,,IE9標準準拠モード,"1. FireIEをインストールする
2. MCDで設定を反映する","lockPref(""extensions.fireie.compatMode"", ""ie9forced"");",,"lockPref(""extensions.fireie.compatMode"", ""ie9forced"");",新規,,,
Addon-FireIE-1,6,,,,IE10互換モード,"1. FireIEをインストールする
2. MCDで設定を反映する","lockPref(""extensions.fireie.compatMode"", ""ie10mode"");",,"lockPref(""extensions.fireie.compatMode"", ""ie10mode"");",新規,,,
Addon-FireIE-1,7,,,,IE10標準準拠モード,"1. FireIEをインストールする
2. MCDで設定を反映する","lockPref(""extensions.fireie.compatMode"", ""ie10forced"");",,"lockPref(""extensions.fireie.compatMode"", ""ie10forced"");",新規,,,
Addon-FireIE-1,8,,,,IE11 Edgeモード,"1. FireIEをインストールする
2. MCDで設定を反映する","lockPref(""extensions.fireie.compatMode"", ""ie11edge"");",,"lockPref(""extensions.fireie.compatMode"", ""ie11edge"");",新規,,,
Addon-FireIE-1,9,,,,IE11 強制Edgeモード,"1. FireIEをインストールする
2. MCDで設定を反映する","lockPref(""extensions.fireie.compatMode"", ""ie11forcededge"");",,"lockPref(""extensions.fireie.compatMode"", ""ie11forcededge"");",新規,,,
